primary key,target values,probability
9026439,0,0.034783605
9026440,0,9.53E-07
9026441,0,1.79E-07
9026442,0,1.10E-08
9026443,0,2.86E-06
9026444,0,2.49E-09
9026445,0,1.08E-05
9026446,0,5.46E-08
9026447,0,1.12E-05
9026448,0,5.80E-08
9026449,0,1.23E-05
9026450,0,1.07E-05
9026451,0,3.92E-06
9026452,0,8.04E-07
9026453,0,1.82E-07
9026454,0,3.56E-05
9026455,0,1.24E-05
9026456,0,3.20E-07
9026457,0,2.60E-06
9026458,0,2.78E-05
9026459,0,3.29E-05
9026460,0,2.49E-08
9026461,0,1.07E-09
9026462,0,7.50E-08
9026463,0,4.75E-08
9026464,0,1.54E-07
9026465,0,9.57E-07
9026466,0,2.75E-07
9026467,0,2.78E-05
9026468,0,7.25E-05
9026469,0,2.18E-05
9026470,0,1.25E-08
9026471,0,3.00E-07
9026472,0,3.15E-07
9026473,0,1.14E-05
9026474,0,4.65E-07
9026475,0,4.57E-06
9026476,0,6.29E-06
9026477,0,9.46E-05
9026478,0,2.87E-07
9026479,0,0.230800062
9026480,0,3.99E-08
9026481,0,4.42E-07
9026482,0,1.40E-07
9026483,0,1.27E-07
9026484,0,0.000145483
9026485,0,0.075561285
9026486,0,7.58E-07
9026487,0,1.18E-06
9026488,0,2.10E-07
9026489,0,2.67E-05
9026490,0,6.38E-08
9026491,0,1.76E-08
9026492,0,8.56E-05
9026493,0,4.18E-06
9026494,0,0.000806446
9026495,0,4.41E-07
9026496,0,3.94E-06
9026497,0,8.34E-08
9026498,0,1.30E-05
9026499,0,1.85E-05
9026500,0,2.61E-06
9026501,0,2.59E-06
9026502,0,9.41E-08
9026503,0,7.72E-08
9026504,0,1.52E-07
9026505,0,0.001310116
9026506,0,1.35E-05
9026507,0,1.25E-07
9026508,0,5.14E-07
9026509,0,5.43E-06
9026510,0,4.77E-05
9026511,0,8.29E-07
9026512,0,5.74E-07
9026513,0,1.22E-06
9026514,0,2.15E-07
9026515,0,8.08E-09
9026516,0,2.53E-06
9026517,0,6.16E-07
9026518,0,4.27E-05
9026519,0,0.000739963
9026520,0,2.80E-07
9026521,0,1.76E-09
9026522,0,5.37E-07
9026523,0,4.65E-05
9026524,0,3.12E-05
9026525,0,5.53E-07
9026526,0,4.58E-08
9026527,0,0.000149423
9026528,0,0.001295133
9026529,0,1.32E-06
9026530,0,9.25E-09
9026531,0,6.96E-08
9026532,0,1.60E-05
9026533,0,1.02E-06
9026534,0,0.000597876
9026535,0,0.001023231
9026536,0,0.000262067
9026537,0,4.25E-08
9026538,0,0.000183445
9026539,0,7.03E-06
9026540,0,5.43E-06
9026541,0,3.22E-08
9026542,0,4.94E-07
9026543,0,4.87E-07
9026544,0,1.20E-06
9026545,0,0.001709858
9026546,0,9.41E-06
9026547,0,1.38E-06
9026548,0,0.004658979
9026549,0,1.90E-06
9026550,0,3.49E-05
9026551,0,1.96E-06
9026552,0,2.35E-07
9026553,0,4.82E-06
9026554,0,6.60E-09
9026555,0,0.001053693
9026556,0,1.66E-06
9026557,0,4.54E-07
9026558,0,5.67E-06
9026559,0,1.88E-05
9026560,0,3.91E-07
9026561,0,4.02E-07
9026562,0,2.53E-09
9026563,0,1.43E-06
9026564,0,1.66E-05
9026565,0,4.27E-06
9026566,0,3.25E-06
9026567,0,1.68E-07
9026568,0,0.000116096
9026569,0,0.000265632
9026570,0,1.20E-07
9026571,0,1.35E-06
9026572,0,7.20E-06
9026573,0,1.47E-05
9026574,0,3.80E-08
9026575,0,1.28E-05
9026576,0,6.74E-06
9026577,0,1.05E-05
9026578,0,4.12E-08
9026579,0,3.36E-06
9026580,0,7.02E-05
9026581,0,4.13E-09
9026582,0,7.92E-07
9026583,0,0.000215466
9026584,0,1.49E-08
9026585,0,1.71E-06
9026586,0,5.43E-06
9026587,0,0.000818172
9026588,0,1.33E-07
9026589,0,5.97E-08
9026590,0,2.85E-05
9026591,0,0.000124428
9026592,0,2.19E-05
9026593,0,2.45E-07
9026594,0,6.50E-07
9026595,0,4.99E-08
9026596,0,7.17E-08
9026597,0,1.21E-07
9026598,0,6.99E-08
9026599,0,1.36E-08
9026600,0,1.74E-07
9026601,0,1.22E-06
9026602,0,8.41E-10
9026603,0,7.01E-08
9026604,0,0.000485023
9026605,0,2.65E-08
9026606,0,7.10E-06
9026607,0,1.74E-08
9026608,0,8.87E-08
9026609,0,2.71E-05
9026610,0,1.50E-05
9026611,0,6.50E-05
9026612,0,1.98E-09
9026613,0,7.34E-07
9026614,0,3.95E-07
9026615,0,6.01E-07
9026616,0,3.27E-06
9026617,0,0.000343897
9026618,0,3.77E-07
9026619,0,5.96E-09
9026620,0,4.09E-08
9026621,0,4.30E-05
9026622,0,7.60E-06
9026623,0,7.04E-08
9026624,0,2.01E-07
9026625,0,1.85E-06
9026626,0,1.31E-06
9026627,0,8.31E-09
9026628,0,8.62E-07
9026629,0,1.60E-08
9026630,0,2.19E-06
9026631,0,2.61E-09
9026632,0,0.000813083
9026633,0,0.000293884
9026634,0,3.75E-05
9026635,0,1.05E-06
9026636,0,4.99E-06
9026637,0,4.51E-08
9026638,1,0.858248234
9026639,0,3.12E-08
9026640,0,1.04E-06
9026641,0,7.82E-09
9026642,0,6.90E-07
9026643,0,1.61E-08
9026644,0,8.86E-08
9026645,0,0.000142544
9026646,0,1.01E-05
9026647,0,3.31E-08
9026648,0,3.56E-07
9026649,0,2.37E-07
9026650,0,0.000803893
9026651,0,2.88E-07
9026652,0,3.48E-05
9026653,0,9.36E-09
9026654,0,0.000244248
9026655,0,6.06E-05
9026656,0,2.73E-08
9026657,0,2.40E-08
9026658,0,1.29E-08
9026659,0,3.78E-07
9026660,0,1.24E-07
9026661,0,2.09E-07
9026662,0,2.53E-09
9026663,0,1.24E-07
9026664,0,0.001668785
9026665,0,5.53E-08
9026666,0,4.05E-07
9026667,0,4.29E-07
9026668,0,0.000572531
9026669,0,1.56E-08
9026670,0,5.91E-07
9026671,0,5.43E-06
9026672,0,4.66E-07
9026673,0,4.38E-06
9026674,0,7.88E-07
9026675,0,0.300513744
9026676,0,7.76E-09
9026677,0,2.67E-06
9026678,0,3.31E-07
9026679,0,2.66E-06
9026680,0,1.72E-05
9026681,0,2.29E-06
9026682,0,4.13E-06
9026683,0,3.61E-06
9026684,0,8.73E-06
9026685,0,0.000179881
9026686,0,7.03E-07
9026687,0,9.78E-08
9026688,0,3.47E-07
9026689,0,0.001186875
9026690,0,1.64E-05
9026691,0,4.72E-07
9026692,0,4.26E-08
9026693,0,1.21E-06
9026694,0,2.71E-07
9026695,0,3.11E-05
9026696,0,2.53E-09
9026697,0,1.19E-05
9026698,0,1.01E-06
9026699,0,6.82E-06
9026700,0,2.03E-08
9026701,0,0.003545707
9026702,0,1.29E-05
9026703,0,0.000179887
9026704,0,0.000121014
9026705,0,7.52E-07
9026706,0,2.94E-08
9026707,0,5.77E-09
9026708,0,0.00279484
9026709,0,1.17E-07
9026710,0,0.000408788
9026711,0,4.10E-07
9026712,0,1.05E-07
9026713,0,3.85E-06
9026714,0,3.20E-05
9026715,0,7.76E-09
9026716,0,1.38E-06
9026717,0,2.83E-07
9026718,0,1.62E-07
9026719,0,1.73E-08
9026720,0,0.000746267
9026721,0,4.73E-07
9026722,0,2.27E-08
9026723,0,4.74E-09
9026724,0,0.000169453
9026725,0,1.92E-05
9026726,0,1.06E-06
9026727,0,2.27E-06
9026728,0,0.000122693
9026729,0,1.55E-06
9026730,0,0.089264929
9026731,0,4.34E-06
9026732,0,3.89E-08
9026733,0,7.81E-07
9026734,0,6.70E-07
9026735,0,1.37E-05
9026736,0,7.64E-07
9026737,0,5.79E-07
9026738,0,1.46E-07
9026739,0,1.46E-06
9026740,0,8.82E-07
9026741,0,9.16E-06
9026742,0,2.59E-07
9026743,0,7.95E-07
9026744,0,6.37E-05
9026745,0,1.35E-07
9026746,0,0.000432952
9026747,0,5.48E-07
9026748,0,7.20E-05
9026749,0,9.45E-06
9026750,0,1.40E-06
9026751,0,1.38E-05
9026752,0,1.20E-05
9026753,0,2.47E-08
9026754,0,2.71E-07
9026755,0,4.10E-07
9026756,0,6.06E-06
9026757,0,1.76E-06
9026758,0,1.62E-08
9026759,0,9.99E-07
9026760,0,3.17E-09
9026761,0,5.83E-08
9026762,0,8.88E-09
9026763,0,7.43E-06
9026764,0,0.006842864
9026765,0,1.96E-07
9026766,0,8.64E-06
9026767,0,5.75E-09
9026768,0,0.000283939
9026769,0,7.12E-08
9026770,0,1.11E-06
9026771,0,5.40E-07
9026772,0,6.46E-08
9026773,0,1.11E-08
9026774,0,1.19E-08
9026775,0,1.48E-06
9026776,0,9.30E-07
9026777,0,1.67E-06
9026778,0,2.17E-07
9026779,0,1.75E-07
9026780,0,1.18E-05
9026781,0,0.001079059
9026782,0,9.48E-06
9026783,0,2.50E-06
9026784,0,8.46E-08
9026785,0,0.007527832
9026786,0,4.06E-07
9026787,0,6.07E-05
9026788,0,5.25E-05
9026789,0,0.000955172
9026790,0,4.65E-05
9026791,0,2.82E-08
9026792,0,1.43E-06
9026793,0,2.62E-08
9026794,0,2.08E-05
9026795,0,3.09E-07
9026796,0,4.89E-08
9026797,0,0.001568831
9026798,0,5.02E-05
9026799,0,3.03E-07
9026800,0,1.16E-08
9026801,0,1.97E-05
9026802,0,2.25E-06
9026803,0,0.000156408
9026804,0,0.001639923
9026805,0,2.74E-07
9026806,0,4.76E-08
9026807,0,4.10E-07
9026808,0,9.24E-07
9026809,0,1.62E-07
9026810,0,3.43E-05
9026811,0,4.08E-07
9026812,0,2.44E-06
9026813,0,2.20E-07
9026814,0,1.54E-07
9026815,0,5.10E-07
9026816,0,1.91E-09
9026817,0,1.10E-07
9026818,0,0.111290917
9026819,0,9.10E-09
9026820,0,5.00E-07
9026821,0,1.13E-08
9026822,0,6.90E-08
9026823,0,1.97E-07
9026824,0,1.61E-06
9026825,0,1.23E-07
9026826,0,1.69E-05
9026827,0,4.71E-09
9026828,0,0.000671067
9026829,0,2.26E-07
9026830,0,1.71E-06
9026831,0,3.76E-08
9026832,0,4.44E-08
9026833,0,4.83E-07
9026834,0,5.81E-07
9026835,0,1.49E-06
9026836,0,4.49E-08
9026837,0,4.95E-07
9026838,0,7.57E-08
9026839,0,1.03E-07
9026840,0,4.19E-08
9026841,0,4.87E-10
9026842,0,0.223036766
9026843,0,1.83E-07
9026844,0,4.95E-07
9026845,0,1.16E-07
9026846,0,0.00019596
9026847,0,1.73E-08
9026848,0,3.84E-07
9026849,0,4.72E-06
9026850,0,8.46E-09
9026851,0,1.11E-06
9026852,0,8.52E-05
9026853,0,2.09E-06
9026854,0,0.000988857
9026855,0,4.29E-07
9026856,0,1.07E-06
9026857,0,1.90E-08
9026858,0,4.86E-06
9026859,0,4.74E-08
9026860,0,5.25E-05
9026861,0,6.75E-08
9026862,0,1.30E-06
9026863,0,1.54E-07
9026864,0,4.73E-08
9026865,0,6.15E-06
9026866,0,0.023809955
9026867,0,7.87E-07
9026868,0,3.16E-05
9026869,0,1.81E-07
9026870,0,3.44E-08
9026871,0,6.61E-06
9026872,0,9.05E-07
9026873,0,0.001384924
9026874,0,2.44E-07
9026875,0,2.37E-08
9026876,0,1.01E-05
9026877,0,0.000232298
9026878,0,6.05E-07
9026879,0,1.24E-06
9026880,0,5.30E-07
9026881,0,2.56E-07
9026882,0,2.29E-06
9026883,0,0.158633947
9026884,0,0.000148337
9026885,0,4.76E-05
9026886,0,2.09E-07
9026887,0,1.17E-06
9026888,0,3.20E-07
9026889,0,5.57E-08
9026890,0,6.46E-05
9026891,0,0.000551713
9026892,0,2.91E-05
9026893,0,4.99E-05
9026894,0,5.44E-07
9026895,0,7.97E-08
9026896,0,0.000101645
9026897,0,1.19E-06
9026898,0,5.57E-09
9026899,0,3.07E-07
9026900,0,3.76E-05
9026901,0,0.000132736
9026902,0,4.80E-08
9026903,0,6.57E-06
9026904,0,0.000103312
9026905,0,3.47E-08
9026906,0,5.15E-07
9026907,0,2.19E-06
9026908,0,3.46E-05
9026909,0,3.57E-08
9026910,0,5.31E-07
9026911,0,7.03E-09
9026912,0,7.24E-07
9026913,0,2.03E-08
9026914,0,4.66E-09
9026915,0,2.46E-05
9026916,0,2.04E-06
9026917,0,0.000312263
9026918,0,3.38E-06
9026919,0,0.001700762
9026920,0,0.000215511
9026921,0,5.70E-07
9026922,0,1.74E-08
9026923,0,3.38E-08
9026924,0,0.000838892
9026925,0,1.61E-06
9026926,0,3.81E-06
9026927,0,9.82E-07
9026928,0,0.002073183
9026929,0,5.44E-06
9026930,0,1.87E-06
9026931,0,8.50E-08
9026932,0,4.48E-06
9026933,0,2.60E-06
9026934,0,9.33E-08
9026935,0,1.07E-05
9026936,0,6.49E-07
9026937,0,8.63E-05
9026938,0,5.61E-06
9026939,0,6.06E-07
9026940,0,8.55E-05
9026941,0,0.003177877
9026942,0,3.20E-06
9026943,0,0.000256722
9026944,0,5.57E-09
9026945,0,6.88E-05
9026946,0,3.27E-08
9026947,0,1.43E-08
9026948,0,9.94E-09
9026949,0,1.43E-07
9026950,0,3.46E-09
9026951,1,0.718309224
9026952,0,2.47E-07
9026953,0,1.58E-07
9026954,0,6.70E-08
9026955,0,1.40E-07
9026956,0,9.90E-10
9026957,0,3.20E-07
9026958,0,1.34E-06
9026959,0,5.75E-09
9026960,0,1.23E-05
9026961,0,2.47E-07
9026962,0,1.07E-07
9026963,0,6.75E-07
9026964,0,5.25E-07
9026965,0,3.31E-06
9026966,0,8.76E-08
9026967,0,1.49E-08
9026968,0,6.33E-05
9026969,0,3.32E-07
9026970,0,1.31E-05
9026971,0,6.26E-07
9026972,0,2.73E-06
9026973,0,3.98E-08
9026974,0,1.19E-08
9026975,0,3.60E-05
9026976,0,1.07E-08
9026977,0,2.49E-05
9026978,0,7.26E-06
9026979,0,5.75E-07
9026980,0,1.92E-07
9026981,0,2.03E-08
9026982,0,3.26E-07
9026983,0,2.21E-06
9026984,0,0.002449357
9026985,0,4.80E-05
9026986,0,3.86E-08
9026987,0,0.000453679
9026988,0,0.000761171
9026989,0,1.02E-07
9026990,0,7.47E-06
9026991,0,5.57E-05
9026992,0,7.45E-07
9026993,0,2.86E-05
9026994,0,1.09E-05
9026995,0,6.04E-06
9026996,0,0.055946514
9026997,0,9.09E-09
9026998,0,1.72E-05
9026999,0,1.07E-07
9027000,0,3.73E-07
9027001,0,0.078073218
9027002,0,9.16E-06
9027003,0,0.000264304
9027004,0,1.33E-08
9027005,0,1.83E-06
9027006,0,5.92E-08
9027007,0,2.77E-08
9027008,0,5.22E-05
9027009,0,0.000220569
9027010,0,2.53E-09
9027011,0,1.64E-07
9027012,0,9.00E-08
9027013,0,5.22E-08
9027014,0,8.30E-07
9027015,0,0.000289288
9027016,0,2.15E-06
9027017,0,1.92E-05
9027018,0,6.04E-09
9027019,0,7.90E-07
9027020,0,1.40E-07
9027021,0,0.000231713
9027022,0,1.30E-06
9027023,0,5.29E-05
9027024,0,1.05E-06
9027025,0,2.94E-07
9027026,0,1.82E-07
9027027,0,8.70E-07
9027028,0,8.94E-07
9027029,0,8.06E-06
9027030,0,3.31E-05
9027031,0,3.38E-06
9027032,0,2.85E-06
9027033,0,3.71E-07
9027034,0,0.000671978
9027035,0,1.68E-05
9027036,0,1.02E-06
9027037,0,2.01E-06
9027038,0,0.000189666
9027039,0,0.00043977
9027040,0,9.14E-08
9027041,0,1.27E-08
9027042,0,7.16E-07
9027043,0,1.16E-06
9027044,0,2.45E-08
9027045,0,1.22E-06
9027046,0,5.61E-06
9027047,0,0.000492487
9027048,0,1.01E-07
9027049,0,3.36E-08
9027050,0,7.57E-06
9027051,0,8.68E-07
9027052,0,0.014105496
9027053,0,7.87E-08
9027054,0,4.25E-10
9027055,0,1.25E-05
9027056,0,2.64E-06
9027057,0,1.77E-08
9027058,0,2.39E-05
9027059,0,2.89E-05
9027060,0,3.31E-06
9027061,0,8.96E-06
9027062,0,5.41E-09
9027063,0,0.000232273
9027064,0,1.02E-06
9027065,0,1.58E-05
9027066,0,8.36E-07
9027067,0,1.10E-06
9027068,0,7.33E-08
9027069,0,5.04E-05
9027070,0,1.38E-06
9027071,0,1.47E-06
9027072,0,0.015481922
9027073,0,7.79E-07
9027074,0,6.17E-05
9027075,0,5.82E-08
9027076,0,1.30E-06
9027077,0,1.20E-06
9027078,0,0.00017838
9027079,0,2.39E-08
9027080,0,9.22E-07
9027081,0,1.50E-07
9027082,0,1.85E-06
9027083,0,3.27E-05
9027084,0,8.61E-08
9027085,0,6.09E-07
9027086,0,0.007997747
9027087,0,3.11E-06
9027088,0,1.18E-07
9027089,0,0.00052631
9027090,0,5.02E-07
9027091,0,6.27E-07
9027092,0,5.96E-07
9027093,0,2.19E-09
9027094,0,5.69E-07
9027095,0,1.70E-07
9027096,0,0.000227453
9027097,0,4.79E-05
9027098,0,3.25E-05
9027099,0,6.31E-06
9027100,0,0.003246049
9027101,0,4.49E-08
9027102,0,0.001814659
9027103,0,0.000235205
9027104,0,3.50E-06
9027105,0,5.86E-07
9027106,0,9.41E-07
9027107,0,3.06E-05
9027108,0,3.80E-07
9027109,0,1.29E-06
9027110,0,3.92E-06
9027111,0,1.17E-08
9027112,0,3.70E-08
9027113,0,6.67E-05
9027114,0,9.25E-07
9027115,0,3.98E-07
9027116,0,9.08E-06
9027117,0,2.13E-05
9027118,0,3.85E-09
9027119,0,1.77E-06
9027120,0,3.66E-05
9027121,0,5.08E-07
9027122,0,7.66E-08
9027123,0,2.17E-05
9027124,0,1.42E-07
9027125,0,4.14E-07
9027126,0,1.20E-07
9027127,0,7.87E-07
9027128,0,0.000116166
9027129,0,0.000584994
9027130,0,1.01E-08
9027131,0,5.70E-06
9027132,0,1.26E-05
9027133,0,6.62E-09
9027134,0,0.000643395
9027135,0,1.42E-05
9027136,0,5.28E-06
9027137,0,2.14E-07
9027138,0,4.03E-07
9027139,0,2.80E-07
9027140,0,1.56E-07
9027141,0,2.89E-07
9027142,0,8.95E-06
9027143,0,8.37E-08
9027144,0,5.65E-08
9027145,0,0.000982028
9027146,0,3.58E-07
9027147,0,3.50E-05
9027148,0,2.44E-07
9027149,0,1.32E-07
9027150,0,3.32E-07
9027151,0,0.0001425
9027152,0,0.000168727
9027153,0,1.56E-05
9027154,0,4.26E-05
9027155,0,0.000528962
9027156,0,0.00013287
9027157,0,1.04E-06
9027158,0,3.32E-06
9027159,0,2.45E-08
9027160,0,0.000108147
9027161,0,0.007842048
9027162,0,4.76E-07
9027163,0,1.21E-05
9027164,0,8.86E-06
9027165,0,1.08E-08
9027166,0,1.65E-05
9027167,0,9.77E-07
9027168,0,1.40E-07
9027169,0,1.59E-06
9027170,0,3.53E-08
9027171,0,1.05E-08
9027172,0,4.14E-08
9027173,0,9.74E-05
9027174,0,2.44E-07
9027175,0,1.62E-07
9027176,0,4.22E-05
9027177,0,2.21E-07
9027178,0,1.51E-06
9027179,0,7.12E-08
9027180,0,4.63E-08
9027181,0,5.52E-05
9027182,0,6.00E-06
9027183,0,0.000488685
9027184,0,4.89E-08
9027185,0,1.47E-06
9027186,0,7.63E-07
9027187,0,5.12E-05
9027188,0,2.83E-08
9027189,0,0.002304889
9027190,0,5.63E-07
9027191,0,9.38E-07
9027192,0,2.65E-07
9027193,0,4.35E-08
9027194,0,0.001171822
9027195,0,7.42E-05
9027196,0,9.32E-08
9027197,0,1.09E-06
9027198,0,1.10E-06
9027199,0,2.24E-08
9027200,0,9.42E-10
9027201,0,6.32E-06
9027202,0,1.83E-07
9027203,0,2.89E-07
9027204,0,1.74E-06
9027205,0,2.56E-06
9027206,0,8.50E-07
9027207,0,5.35E-05
9027208,0,1.10E-06
9027209,0,3.62E-07
9027210,0,0.194777921
9027211,0,1.79E-07
9027212,0,1.20E-07
9027213,0,1.14E-08
9027214,0,6.72E-08
9027215,0,1.02E-07
9027216,0,2.45E-05
9027217,0,0.000113328
9027218,0,1.70E-06
9027219,0,4.37E-05
9027220,0,0.00168253
9027221,0,7.53E-07
9027222,0,2.72E-06
9027223,0,3.29E-07
9027224,0,1.22E-07
9027225,0,2.03E-08
9027226,0,5.61E-06
9027227,0,3.89E-09
9027228,0,8.04E-05
9027229,0,4.63E-08
9027230,0,1.35E-07
9027231,0,2.81E-07
9027232,0,2.20E-05
9027233,0,5.38E-07
9027234,0,0.00018824
9027235,0,8.65E-08
9027236,0,0.106515892
9027237,0,1.54E-05
9027238,0,9.47E-07
9027239,0,1.72E-06
9027240,0,3.36E-05
9027241,0,6.02E-07
9027242,0,5.91E-07
9027243,0,4.02E-07
9027244,0,2.51E-06
9027245,0,1.65E-06
9027246,0,0.000102591
9027247,0,2.27E-07
9027248,0,5.81E-08
9027249,0,6.32E-08
9027250,0,2.69E-06
9027251,0,0.000210919
9027252,0,2.35E-05
9027253,0,8.66E-09
9027254,0,1.44E-08
9027255,0,3.63E-06
9027256,0,1.86E-06
9027257,0,1.88E-05
9027258,0,1.45E-06
9027259,0,3.87E-05
9027260,0,1.11E-05
9027261,0,8.41E-06
9027262,0,5.45E-06
9027263,0,1.27E-06
9027264,0,9.58E-07
9027265,1,0.696608722
9027266,0,2.11E-06
9027267,0,6.25E-08
9027268,0,6.49E-08
9027269,0,0.000637524
9027270,0,1.32E-07
9027271,0,0.001118127
9027272,0,2.45E-09
9027273,0,0.132808238
9027274,0,3.23E-08
9027275,0,6.20E-07
9027276,0,3.28E-08
9027277,0,8.84E-07
9027278,0,1.07E-05
9027279,0,6.56E-08
9027280,0,1.06E-05
9027281,0,8.16E-07
9027282,0,9.04E-08
9027283,0,2.03E-08
9027284,0,6.07E-08
9027285,0,3.41E-05
9027286,0,0.000107727
9027287,0,4.42E-07
9027288,0,0.000381691
9027289,0,3.41E-05
9027290,0,3.78E-05
9027291,0,5.55E-07
9027292,0,1.11E-06
9027293,0,0.000369144
9027294,0,1.81E-06
9027295,0,5.41E-07
9027296,0,1.50E-06
9027297,0,2.44E-08
9027298,0,0.00120141
9027299,0,8.41E-05
9027300,0,3.95E-07
9027301,0,0.043409523
9027302,0,0.000281429
9027303,0,5.75E-09
9027304,0,0.004027062
9027305,0,0.041067615
9027306,0,2.65E-06
9027307,0,4.23E-06
9027308,0,2.97E-07
9027309,0,2.79E-05
9027310,0,6.15E-07
9027311,0,1.17E-06
9027312,0,3.39E-07
9027313,0,0.00122853
9027314,0,0.000581853
9027315,0,3.22E-06
9027316,0,6.02E-06
9027317,0,1.00E-06
9027318,0,6.02E-08
9027319,0,6.92E-07
9027320,0,3.62E-09
9027321,0,5.43E-06
9027322,0,1.54E-07
9027323,0,3.26E-07
9027324,0,8.15E-05
9027325,0,1.54E-06
9027326,0,8.66E-09
9027327,0,6.11E-07
9027328,0,5.81E-07
9027329,0,0.004152547
9027330,0,1.79E-07
9027331,0,8.23E-08
9027332,0,0.019140158
9027333,0,0.001745328
9027334,0,0.000228689
9027335,0,6.98E-07
9027336,0,6.41E-06
9027337,0,6.71E-05
9027338,0,4.35E-07
9027339,0,1.70E-07
9027340,0,2.53E-07
9027341,0,0.000244634
9027342,0,8.39E-09
9027343,0,0.000884044
9027344,0,8.61E-07
9027345,0,3.35E-08
9027346,0,4.23E-08
9027347,0,4.10E-08
9027348,0,0.002843102
9027349,0,2.41E-06
9027350,0,6.06E-08
9027351,0,5.03E-07
9027352,0,5.34E-05
9027353,0,1.06E-07
9027354,0,0.115947939
9027355,0,2.18E-06
9027356,0,1.10E-05
9027357,0,3.20E-07
9027358,0,1.83E-08
9027359,0,0.037448131
9027360,0,3.43E-07
9027361,0,4.35E-06
9027362,0,2.56E-07
9027363,0,0.001002917
9027364,0,4.08E-09
9027365,0,0.000192728
9027366,0,4.67E-09
9027367,0,0.000763712
9027368,0,1.13E-07
9027369,0,8.55E-07
9027370,0,0.493059695
9027371,0,2.24E-08
9027372,0,3.02E-05
9027373,0,1.41E-07
9027374,0,2.35E-09
9027375,0,0.000349521
9027376,0,2.08E-08
9027377,0,1.49E-05
9027378,0,7.16E-07
9027379,0,0.000135422
9027380,0,0.000392036
9027381,0,0.000816798
9027382,0,7.03E-09
9027383,0,0.000135924
9027384,0,0.032835569
9027385,0,2.31E-08
9027386,0,5.93E-08
9027387,0,3.26E-05
9027388,0,6.44E-07
9027389,0,1.13E-07
9027390,0,4.37E-08
9027391,0,2.18E-06
9027392,0,5.75E-09
9027393,0,0.000128352
9027394,0,7.09E-06
9027395,0,0.005013454
9027396,0,4.36E-08
9027397,0,5.19E-08
9027398,0,4.86E-07
9027399,0,1.31E-07
9027400,0,3.40E-07
9027401,0,4.91E-07
9027402,0,2.33E-07
9027403,0,0.004136571
9027404,0,1.34E-08
9027405,0,8.51E-08
9027406,0,3.52E-08
9027407,0,0.000352103
9027408,0,4.77E-08
9027409,0,0.001032272
9027410,0,8.76E-05
9027411,0,6.44E-06
9027412,0,1.31E-07
9027413,0,4.73E-07
9027414,0,4.88E-06
9027415,0,0.132702768
9027416,0,9.38E-07
9027417,0,9.77E-07
9027418,0,3.70E-07
9027419,0,5.42E-08
9027420,0,8.55E-06
9027421,0,2.83E-08
9027422,0,3.14E-08
9027423,0,4.87E-06
9027424,0,1.42E-06
9027425,0,2.53E-09
9027426,0,2.90E-07
9027427,0,6.09E-07
9027428,0,4.49E-06
9027429,0,2.39E-07
9027430,0,3.86E-06
9027431,0,1.11E-08
9027432,0,0.000811755
9027433,0,8.49E-07
9027434,0,5.31E-08
9027435,0,0.000156254
9027436,0,2.48E-08
9027437,0,4.77E-09
9027438,0,7.01E-06
9027439,0,6.75E-07
9027440,0,1.82E-07
9027441,0,9.80E-05
9027442,0,0.000430155
9027443,0,7.32E-08
9027444,0,6.39E-06
9027445,0,7.84E-09
9027446,0,1.02E-06
9027447,0,3.08E-07
9027448,0,4.39E-07
9027449,0,1.13E-06
9027450,0,6.61E-07
9027451,0,3.36E-05
9027452,0,1.94E-07
9027453,0,6.57E-07
9027454,0,1.01E-08
9027455,0,3.17E-05
9027456,0,0.000674424
9027457,0,2.16E-06
9027458,0,0.092306376
9027459,0,1.24E-05
9027460,0,0.011883749
9027461,0,3.01E-08
9027462,0,2.86E-07
9027463,0,2.74E-08
9027464,0,1.42E-06
9027465,0,2.30E-06
9027466,0,3.32E-05
9027467,0,3.09E-05
9027468,0,0.001703365
9027469,0,4.30E-05
9027470,0,3.37E-07
9027471,0,0.000170217
9027472,0,2.61E-09
9027473,0,9.18E-06
9027474,0,0.000101936
9027475,0,4.63E-05
9027476,0,1.10E-07
9027477,0,1.74E-05
9027478,0,0.000972636
9027479,0,3.35E-05
9027480,0,1.25E-07
9027481,0,1.39E-07
9027482,0,3.05E-05
9027483,0,3.36E-05
9027484,0,1.18E-06
9027485,0,5.27E-09
9027486,0,2.34E-07
9027487,0,8.19E-09
9027488,0,3.09E-08
9027489,0,1.23E-07
9027490,0,2.83E-08
9027491,0,7.67E-08
9027492,0,1.09E-07
9027493,0,0.004291393
9027494,0,0.008931067
9027495,0,2.40E-05
9027496,0,0.000105632
9027497,0,0.000279824
9027498,0,1.01E-05
9027499,0,3.01E-05
9027500,0,1.17E-05
9027501,0,0.000417914
9027502,0,1.16E-07
9027503,0,3.80E-08
9027504,0,1.30E-06
9027505,0,2.03E-08
9027506,0,1.88E-07
9027507,0,0.001622724
9027508,0,0.04174782
9027509,0,0.00049085
9027510,0,0.000114105
9027511,0,3.14E-07
9027512,0,2.41E-06
9027513,0,1.71E-07
9027514,0,9.82E-07
9027515,0,2.67E-07
9027516,0,1.52E-06
9027517,0,1.65E-07
9027518,0,1.72E-07
9027519,0,0.000104083
9027520,0,0.056522354
9027521,0,1.68E-06
9027522,0,1.23E-07
9027523,0,1.62E-06
9027524,0,9.50E-06
9027525,0,2.49E-06
9027526,0,3.53E-05
9027527,0,8.40E-06
